q1,q2,thresh,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
75,85,0.6,3,3,3,3,21,17,44,25,3,3,7,13,15,33,35,33,3,3,3,21,23,23,41,33,3,7,7,19,21,43,47,29,7,11,13,27,39,65,61,45,11,19,33,37,47,61,59,37,35,37,45,51,51,32,38,27,43,51,57,45,29,27,1,1
75,85,0.7,3,3,3,3,13,15,44,21,3,1,3,9,11,33,35,33,3,3,3,15,21,19,29,33,1,7,3,13,17,35,47,23,3,5,13,21,39,65,61,45,5,13,33,37,47,61,59,37,25,37,45,51,51,32,38,27,39,51,57,45,29,27,1,1
75,85,0.8,3,3,3,3,7,9,27,17,1,1,3,3,7,25,31,25,3,1,3,5,15,15,23,31,1,3,3,9,13,27,39,19,3,3,9,17,25,41,55,31,3,9,21,37,35,45,59,37,15,31,45,41,45,32,38,27,27,51,47,45,29,27,1,1
75,85,0.9,1,1,1,1,3,3,11,9,1,1,1,3,3,13,17,15,1,1,1,3,7,9,15,17,1,1,3,3,9,17,21,11,1,3,5,9,15,25,31,19,3,3,13,17,21,27,31,31,5,17,19,23,25,19,29,27,13,25,27,23,27,27,1,1
80,0,0.5,5,3,3,5,9,13,19,23,3,3,5,7,9,23,23,21,5,5,3,9,15,23,27,21,5,7,7,11,19,35,31,25,5,9,15,21,27,43,41,31,9,13,21,25,31,41,45,27,19,25,31,31,41,37,33,25,29,37,37,31,45,29,21,9
80,0,0.6,5,3,3,3,9,11,19,19,3,3,5,7,9,23,23,21,5,3,3,9,15,19,27,21,3,5,5,11,19,35,31,25,5,9,15,21,27,43,41,31,9,13,21,25,31,41,45,27,19,25,31,25,41,37,33,25,29,37,37,31,45,29,21,9
80,0,0.7,3,3,3,3,9,9,17,15,3,3,5,7,9,23,23,21,5,3,3,7,15,15,27,21,3,5,5,11,19,35,31,19,3,9,11,15,25,43,41,31,7,13,21,25,31,41,45,27,19,25,31,21,41,37,33,25,29,37,37,31,45,29,21,9
80,0,0.8,1,1,3,3,9,7,11,11,3,1,5,5,7,23,23,19,3,3,3,5,13,11,23,15,3,3,3,9,13,25,31,15,3,5,9,11,17,27,41,31,5,9,13,25,31,41,33,27,13,25,23,17,41,37,21,25,29,29,37,31,45,29,21,9
80,0,0.9,1,1,1,1,5,5,7,7,1,1,3,3,5,11,13,11,3,1,1,3,7,7,13,9,1,3,3,5,9,15,19,9,1,3,5,7,11,17,21,15,3,5,9,13,17,21,19,15,9,13,15,11,23,19,15,15,15,17,21,15,23,13,11,7
80,90,0.5,5,3,3,5,9,13,19,23,3,3,5,7,9,23,23,21,5,5,5,9,15,21,27,21,5,7,7,11,19,33,31,23,7,11,13,21,27,43,41,29,9,13,21,25,31,41,45,27,19,25,31,33,41,41,35,23,27,35,37,39,43,29,23,9
80,90,0.6,3,3,3,3,9,11,19,19,1,1,5,7,9,23,23,21,5,3,3,9,15,21,27,21,3,7,7,11,19,33,31,23,3,9,13,21,27,43,41,29,9,13,21,25,31,41,45,27,19,25,31,25,41,41,35,23,27,35,37,39,43,29,23,9
80,90,0.7,3,3,3,3,9,9,15,15,1,1,5,7,9,23,23,21,5,1,3,7,15,15,27,21,3,3,7,11,19,33,31,19,3,7,11,15,27,43,41,29,9,13,21,25,31,41,45,27,19,25,31,21,41,41,35,23,27,35,37,39,43,29,23,9
80,90,0.8,1,1,3,3,9,7,11,11,1,1,5,5,7,23,23,19,3,1,3,5,15,11,27,13,3,1,1,9,13,27,31,13,1,3,9,11,19,27,41,29,7,9,13,25,31,37,37,27,15,25,29,17,35,41,25,23,27,31,37,33,43,29,23,9
80,90,0.9,1,1,1,1,5,5,7,7,1,1,3,3,5,13,13,11,3,1,1,3,9,9,15,9,1,1,1,5,9,15,19,9,1,1,5,9,11,19,23,15,3,5,9,15,17,21,21,15,9,13,15,11,19,27,15,13,15,17,19,19,23,15,13,9
85,0,0.5,5,3,3,3,7,11,15,15,3,3,3,5,7,17,17,17,3,3,3,7,11,17,21,17,3,3,5,9,15,21,23,19,3,7,9,17,19,33,31,23,7,11,17,19,23,31,33,27,15,19,23,25,31,35,29,29,21,27,29,29,33,25,17,19
85,0,0.6,5,1,3,3,7,9,15,13,3,3,3,5,7,17,17,17,3,3,3,7,11,17,21,17,3,3,5,9,15,17,23,19,3,7,7,17,19,33,31,23,7,11,17,19,23,31,33,27,15,19,19,25,31,35,29,29,21,27,29,29,33,25,17,19
85,0,0.7,3,1,3,3,7,7,13,11,3,1,3,5,7,17,17,17,3,3,3,7,11,13,21,17,3,3,3,9,13,15,23,17,3,7,7,17,19,33,31,23,7,11,17,19,23,31,33,27,15,19,15,23,31,35,29,29,17,27,29,29,33,25,17,19
85,0,0.8,3,1,3,3,7,5,9,9,1,1,3,3,5,17,17,17,3,1,3,5,11,9,15,17,1,3,3,5,9,11,23,11,1,5,5,11,19,21,27,23,7,7,17,17,15,31,29,27,11,19,11,17,31,35,23,29,13,27,21,29,33,19,17,19
85,0,0.9,1,1,1,1,3,3,5,5,1,1,1,3,3,9,11,9,1,1,1,3,5,7,9,9,1,1,3,3,5,9,13,7,1,3,3,7,11,13,15,11,3,5,9,9,9,17,17,15,7,9,7,11,17,19,13,15,9,15,13,15,19,13,15,7
85,95,0.5,3,3,3,3,9,11,15,15,3,3,3,5,9,17,17,17,3,3,3,7,11,17,21,17,3,3,3,9,15,21,23,17,3,5,11,17,21,33,29,23,5,11,17,17,23,29,33,27,15,17,23,27,29,35,29,29,21,27,29,29,31,25,29,11
85,95,0.6,3,1,3,1,5,9,15,13,3,3,3,5,9,17,17,17,3,3,1,5,11,17,21,17,3,1,3,9,15,19,23,17,1,5,9,17,21,33,29,23,5,11,17,17,23,29,33,27,15,17,19,27,29,35,29,29,21,27,29,29,31,25,29,11
85,95,0.7,1,1,3,1,5,7,13,11,1,1,3,5,7,17,17,17,3,1,1,5,11,15,21,17,1,1,3,9,13,15,23,17,1,3,7,17,21,33,29,23,5,11,17,17,23,29,33,27,15,17,15,25,29,35,29,29,17,27,29,29,31,25,29,11
85,95,0.8,1,1,1,1,3,7,9,9,1,1,1,3,5,17,17,17,1,1,1,3,9,11,17,17,1,1,1,7,9,13,23,11,1,3,5,11,21,21,29,23,1,7,17,17,15,29,33,27,11,17,11,17,29,35,27,29,13,27,21,29,31,21,29,11
85,95,0.9,1,1,1,1,1,5,5,5,1,1,1,3,1,9,11,11,1,1,1,1,5,7,9,11,1,1,1,5,7,9,13,7,1,1,1,7,11,13,15,15,1,1,9,9,11,17,17,17,7,9,9,11,17,21,15,17,7,15,13,15,19,13,17,11
90,0,0.5,3,1,1,3,5,7,9,9,1,1,3,3,5,11,11,11,3,3,3,5,7,11,13,11,3,3,3,5,9,13,15,11,3,3,5,11,13,21,21,15,5,7,11,13,15,21,23,17,9,13,15,17,21,23,23,19,13,17,17,19,21,19,21,17
90,0,0.6,3,1,1,1,5,7,9,7,1,1,3,3,5,11,11,11,3,3,1,5,7,11,13,11,1,1,3,5,7,11,15,11,3,3,5,9,13,21,21,15,5,7,11,13,15,21,23,17,9,13,15,13,21,23,23,19,13,17,13,19,21,19,21,17
90,0,0.7,3,1,1,1,5,5,9,7,1,1,3,3,5,11,11,11,1,1,1,5,7,7,13,11,1,1,3,5,7,9,15,9,3,3,3,7,13,17,21,15,5,5,11,13,15,21,23,17,9,13,13,11,21,23,23,19,13,17,11,19,21,19,21,17
90,0,0.8,1,1,1,1,5,5,7,5,1,1,1,3,5,11,11,9,1,1,1,3,7,5,11,11,1,1,1,3,5,7,15,7,1,3,3,5,13,13,19,15,5,5,11,11,9,15,23,17,7,13,9,9,19,17,17,19,9,15,9,17,19,13,21,17
90,0,0.9,1,1,1,1,3,3,3,3,1,1,1,1,3,7,7,5,1,1,1,3,5,3,7,5,1,1,1,3,3,5,9,5,1,1,3,3,7,9,11,7,3,3,7,7,5,9,11,9,5,7,5,5,11,11,11,11,5,9,7,9,11,9,11,9
90,100,0.5,3,1,1,3,5,7,9,9,1,1,3,3,5,11,11,11,3,3,3,5,7,11,13,11,1,3,3,5,9,13,15,11,3,3,5,11,13,21,21,15,5,7,11,13,15,21,23,17,9,13,15,15,21,23,23,19,13,17,17,19,21,19,21,15
90,100,0.6,3,1,1,1,5,7,9,7,1,1,3,3,5,11,11,11,3,3,1,5,7,9,13,11,1,1,3,5,7,11,15,11,3,3,5,9,13,21,21,15,5,7,11,13,15,21,23,17,9,13,15,11,21,23,23,19,13,17,13,19,21,19,21,15
90,100,0.7,3,1,1,1,5,5,7,5,1,1,3,3,5,11,11,9,1,1,1,5,7,7,13,11,1,1,3,5,5,9,15,7,1,3,3,7,13,15,19,15,5,5,11,13,11,17,23,17,9,13,11,9,21,21,19,19,11,15,11,17,21,17,21,15
90,100,0.8,1,1,1,1,3,3,5,5,1,1,1,3,3,7,7,7,1,1,1,3,5,5,9,7,1,1,1,3,5,7,11,5,1,3,3,5,9,11,13,9,3,3,7,9,9,13,15,11,5,9,9,7,13,13,13,13,9,11,9,11,13,11,13,9
90,100,0.9,1,1,1,1,3,3,3,3,1,1,1,1,1,5,5,5,1,1,1,1,3,3,5,5,1,1,1,3,3,5,7,3,1,1,3,3,5,7,9,7,3,3,5,5,5,7,9,7,3,5,5,5,9,9,9,7,5,7,5,7,9,7,9,7
95,0,0.5,1,1,1,1,1,3,5,5,1,1,1,1,3,5,5,5,1,1,1,1,3,5,7,5,1,1,1,3,5,7,7,5,1,1,3,5,7,11,9,7,1,3,5,5,7,9,11,9,5,5,7,9,9,11,11,9,7,9,9,9,11,9,9,9
95,0,0.6,1,1,1,1,1,3,5,3,1,1,1,1,3,5,5,5,1,1,1,1,3,5,7,5,1,1,1,3,3,7,7,5,1,1,3,5,7,11,9,7,1,3,5,5,7,9,11,9,5,5,7,7,9,11,11,9,7,9,9,9,11,9,9,9
95,0,0.7,1,1,1,1,1,3,5,3,1,1,1,1,3,5,5,5,1,1,1,1,3,5,7,5,1,1,1,3,3,5,7,5,1,1,3,3,7,11,9,7,1,3,5,5,5,9,11,9,5,5,7,7,9,11,11,9,7,9,7,9,11,7,9,9
95,0,0.8,1,1,1,1,1,3,3,3,1,1,1,1,3,5,5,5,1,1,1,1,3,3,5,5,1,1,1,1,3,5,7,3,1,1,3,3,7,9,9,7,1,3,5,5,5,7,11,9,3,5,5,5,9,9,9,9,5,7,5,9,11,5,7,7
95,0,0.9,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,1,1,1,1,3,3,3,3,1,1,1,1,1,3,5,3,1,1,1,3,3,5,5,5,1,1,3,3,3,5,5,5,1,3,3,3,5,5,5,5,3,5,3,5,5,3,5,5
95,105,0.5,1,1,1,1,1,3,5,3,1,1,1,1,3,5,5,5,1,1,1,1,3,5,7,5,1,1,1,3,5,7,7,5,1,1,3,5,7,11,9,7,1,3,5,5,7,9,11,9,5,5,7,9,9,11,11,9,7,9,9,9,11,9,9,9
95,105,0.6,1,1,1,1,1,3,5,3,1,1,1,1,3,5,5,5,1,1,1,1,3,5,7,5,1,1,1,3,3,7,7,5,1,1,3,5,7,11,9,7,1,3,5,5,7,9,11,9,5,5,7,7,9,11,11,9,7,9,9,9,11,9,9,9
95,105,0.7,1,1,1,1,1,3,3,3,1,1,1,1,3,5,5,5,1,1,1,1,3,5,7,5,1,1,1,3,3,5,7,5,1,1,3,3,7,9,9,7,1,3,5,5,5,9,9,9,3,5,5,5,9,9,11,9,5,7,7,9,11,7,9,7
95,105,0.8,1,1,1,1,1,1,3,3,1,1,1,1,1,5,3,3,1,1,1,1,3,3,5,3,1,1,1,1,3,3,5,3,1,1,1,3,5,7,7,5,1,3,5,5,3,7,7,5,3,5,5,5,7,7,7,7,3,5,5,7,7,5,5,5
95,105,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,3,3,1,1,1,1,1,3,3,3,1,1,1,3,3,5,5,3,1,1,3,3,3,3,5,3,1,3,3,3,5,5,5,5,3,3,3,5,5,3,3,3
100,0,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0,0.7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
